Route,transportation_mode,avg_cost,avg_carbon,on_time_percent,shipment_count
PORT_089 -> PORT_070,Sea,23160.55,1703.05,100.0,1
PORT_089 -> PORT_071,Road,36848.59,4547.37,100.0,1
PORT_089 -> PORT_071,Sea,13752.04,4106.56,100.0,1
PORT_089 -> PORT_072,Rail,28921.07,86.9,100.0,1
PORT_089 -> PORT_073,Multimodal,9754.76,3463.18,100.0,1
PORT_089 -> PORT_080,Air,14120.61,4406.56,100.0,1
PORT_089 -> PORT_080,Rail,42935.34,1097.87,100.0,1
PORT_089 -> PORT_081,Rail,3795.57,3401.97,0.0,1
PORT_089 -> PORT_083,Multimodal,20725.22,3935.24,100.0,1
PORT_089 -> PORT_083,Road,37872.84,1720.82,100.0,1
PORT_089 -> PORT_085,Air,19569.87,4587.2,100.0,1
PORT_089 -> PORT_086,Sea,2968.12,1464.74,100.0,1
PORT_089 -> PORT_087,Air,20308.66,4429.73,100.0,1
PORT_089 -> PORT_090,Rail,24374.01,3862.78,100.0,1
PORT_089 -> PORT_092,Sea,37351.93,2063.54,100.0,1
PORT_089 -> PORT_093,Air,35998.12,4654.4,100.0,1
PORT_089 -> PORT_094,Air,13050.64,2346.12,100.0,1
PORT_089 -> PORT_094,Multimodal,21371.38,3984.79,100.0,1
PORT_089 -> PORT_095,Sea,32598.01,4399.21,50.0,2
PORT_089 -> PORT_096,Road,43139.04,4072.11,100.0,1
PORT_089 -> PORT_097,Sea,17995.4,4709.25,100.0,1
PORT_089 -> PORT_098,Multimodal,2201.23,466.23,100.0,1
PORT_089 -> PORT_100,Rail,30978.36,963.74,100.0,1
PORT_089 -> PORT_100,Road,48788.02,4205.99,100.0,1
PORT_089 -> PORT_100,Sea,39701.52,1858.12,100.0,1
PORT_089 -> PORT_103,Sea,43148.94,1355.25,100.0,1
PORT_089 -> PORT_104,Rail,1991.67,322.55,100.0,1
PORT_089 -> PORT_110,Sea,19239.56,1229.43,100.0,1
PORT_089 -> PORT_111,Air,19205.1,4506.11,100.0,1
PORT_089 -> PORT_112,Road,39507.89,4960.64,100.0,1
PORT_089 -> PORT_113,Sea,4133.79,1226.1,100.0,1
PORT_089 -> PORT_114,Sea,34047.2,4346.49,100.0,1
PORT_089 -> PORT_115,Multimodal,17272.29,2923.92,100.0,1
PORT_089 -> PORT_117,Rail,19645.14,316.64,100.0,1
PORT_089 -> PORT_122,Road,45589.17,4394.59,100.0,1
PORT_089 -> PORT_122,Sea,14019.73,3711.21,0.0,1
PORT_089 -> PORT_123,Air,19720.99,770.88,100.0,1
PORT_089 -> PORT_127,Multimodal,46272.25,667.67,0.0,1
PORT_089 -> PORT_127,Rail,45479.77,445.27,0.0,1
PORT_089 -> PORT_128,Rail,38211.24,2671.72,100.0,1
PORT_089 -> PORT_131,Air,4953.71,3246.14,100.0,1
PORT_089 -> PORT_132,Multimodal,5041.91,3293.94,100.0,1
PORT_089 -> PORT_138,Sea,44888.06,598.39,100.0,1
PORT_089 -> PORT_139,Road,6162.18,499.12,100.0,1
PORT_089 -> PORT_139,Sea,42587.75,2577.54,100.0,1
PORT_089 -> PORT_140,Multimodal,3763.19,4494.93,100.0,1
PORT_089 -> PORT_140,Sea,20009.98,1916.38,100.0,1
PORT_089 -> PORT_142,Rail,14690.96,1767.91,100.0,1
PORT_089 -> PORT_143,Air,39532.59,953.19,100.0,1
PORT_089 -> PORT_145,Rail,2579.96,3455.02,100.0,1
PORT_089 -> PORT_148,Road,18528.35,3407.99,0.0,1
PORT_089 -> PORT_150,Multimodal,21444.78,2378.52,100.0,1
PORT_089 -> PORT_156,Multimodal,18837.2,2579.16,100.0,1
PORT_089 -> PORT_158,Air,30541.88,4361.14,0.0,1
PORT_089 -> PORT_160,Sea,47463.5,2653.67,100.0,1
PORT_089 -> PORT_162,Air,47507.11,503.86,100.0,1
PORT_089 -> PORT_164,Sea,17068.1,179.93,100.0,1
PORT_089 -> PORT_165,Road,31344.48,2427.53,100.0,1
PORT_089 -> PORT_167,Multimodal,31939.4,4749.37,100.0,1
PORT_089 -> PORT_167,Rail,34555.8,4968.34,0.0,1
PORT_089 -> PORT_171,Multimodal,2192.45,2222.79,100.0,1
PORT_089 -> PORT_172,Road,17208.45,3865.3,100.0,1
PORT_089 -> PORT_174,Road,21479.02,4335.65,100.0,2
PORT_089 -> PORT_174,Sea,31300.43,2962.74,100.0,1
PORT_089 -> PORT_175,Air,7492.68,2980.9,0.0,1
PORT_089 -> PORT_177,Road,41579.43,1039.38,100.0,1
PORT_089 -> PORT_178,Sea,2972.36,4894.19,100.0,1
PORT_089 -> PORT_183,Air,16142.01,562.2,100.0,1
PORT_089 -> PORT_186,Air,8425.47,1616.07,0.0,1
PORT_089 -> PORT_189,Multimodal,34195.6,582.34,100.0,1
PORT_089 -> PORT_189,Sea,16678.67,4792.56,100.0,1
PORT_089 -> PORT_193,Rail,5293.15,4730.64,100.0,1
PORT_089 -> PORT_194,Rail,4260.04,1265.25,100.0,1
PORT_089 -> PORT_198,Rail,8294.49,1263.32,100.0,1
PORT_089 -> PORT_200,Multimodal,25562.27,3054.22,100.0,1
PORT_090 -> PORT_002,Sea,39634.0,459.57,100.0,1
PORT_090 -> PORT_004,Air,16807.52,2109.2,100.0,1
PORT_090 -> PORT_006,Air,19977.24,2300.55,100.0,2
PORT_090 -> PORT_006,Sea,18146.57,1293.56,100.0,1
PORT_090 -> PORT_011,Road,3274.67,1635.87,100.0,1
PORT_090 -> PORT_012,Road,28815.34,2564.42,100.0,2
PORT_090 -> PORT_013,Air,2784.35,2781.46,100.0,2
PORT_090 -> PORT_017,Sea,4891.9,994.16,100.0,1
PORT_090 -> PORT_022,Multimodal,36592.04,1717.79,100.0,1
PORT_090 -> PORT_023,Rail,47898.55,1124.52,100.0,1
PORT_090 -> PORT_023,Sea,38745.18,1054.17,100.0,1
PORT_090 -> PORT_028,Sea,16766.63,2342.42,100.0,1
PORT_090 -> PORT_039,Road,1937.62,2299.35,100.0,1
PORT_090 -> PORT_041,Multimodal,35530.99,3245.42,100.0,2
PORT_090 -> PORT_042,Road,23721.99,3817.08,100.0,1
PORT_090 -> PORT_045,Road,42813.38,4628.34,100.0,1
PORT_090 -> PORT_049,Multimodal,1351.3,2995.27,100.0,1
PORT_090 -> PORT_049,Road,41857.38,3711.62,100.0,1
PORT_090 -> PORT_050,Air,14039.52,570.13,100.0,1
PORT_090 -> PORT_052,Air,22927.86,3124.64,0.0,1
PORT_090 -> PORT_052,Multimodal,43742.84,4084.48,100.0,1
PORT_090 -> PORT_054,Air,28069.66,3697.23,100.0,1
PORT_090 -> PORT_057,Road,23898.67,4868.24,100.0,1
PORT_090 -> PORT_062,Multimodal,12479.62,2569.47,100.0,1
PORT_090 -> PORT_063,Rail,44431.27,4202.44,100.0,1
PORT_090 -> PORT_065,Sea,37563.6,4809.66,100.0,1
PORT_090 -> PORT_067,Rail,1382.2,4164.63,100.0,1
PORT_090 -> PORT_070,Multimodal,22188.4,4433.32,0.0,1
PORT_090 -> PORT_074,Sea,29611.98,4352.36,0.0,1
PORT_090 -> PORT_077,Rail,42783.38,1962.02,100.0,1
PORT_090 -> PORT_080,Air,10969.9,2669.42,100.0,1
PORT_090 -> PORT_081,Multimodal,19552.19,495.74,100.0,1
PORT_090 -> PORT_082,Air,28184.59,4036.9,100.0,1
PORT_090 -> PORT_082,Rail,41694.2,2649.1,100.0,1
PORT_090 -> PORT_084,Multimodal,31963.71,3486.09,0.0,1
PORT_090 -> PORT_084,Road,31010.71,2418.26,100.0,1
PORT_090 -> PORT_090,Road,27484.82,3499.16,100.0,1
PORT_090 -> PORT_093,Rail,20991.28,4849.11,100.0,1
PORT_090 -> PORT_094,Multimodal,3714.54,4544.19,100.0,1
PORT_090 -> PORT_094,Road,26693.47,1621.28,100.0,1
PORT_090 -> PORT_095,Rail,26563.64,1140.74,100.0,1
PORT_090 -> PORT_097,Rail,12644.94,2104.81,0.0,1
PORT_090 -> PORT_099,Multimodal,40360.43,1471.48,100.0,1
PORT_090 -> PORT_100,Sea,40836.18,2609.19,100.0,1
PORT_090 -> PORT_102,Sea,49725.19,3828.55,100.0,1
PORT_090 -> PORT_104,Sea,41529.92,3055.25,100.0,1
PORT_090 -> PORT_107,Sea,38037.66,501.65,100.0,1
PORT_090 -> PORT_108,Road,3709.3,3516.58,100.0,1
PORT_090 -> PORT_109,Air,12137.89,4052.53,100.0,1
PORT_090 -> PORT_109,Sea,9287.74,4844.8,100.0,1
PORT_090 -> PORT_110,Air,24502.8,3943.62,100.0,1
PORT_090 -> PORT_110,Multimodal,7580.3,2766.21,100.0,1
PORT_090 -> PORT_114,Multimodal,10541.03,91.72,100.0,1
PORT_090 -> PORT_114,Rail,2134.51,2901.77,100.0,1
PORT_090 -> PORT_115,Air,12743.23,2359.18,100.0,1
PORT_090 -> PORT_115,Multimodal,9899.5,2180.35,100.0,1
PORT_090 -> PORT_115,Road,18399.62,876.54,100.0,1
PORT_090 -> PORT_118,Sea,10545.71,4168.82,100.0,1
PORT_090 -> PORT_122,Air,25143.49,2370.71,50.0,2
PORT_090 -> PORT_124,Air,21573.03,3797.12,100.0,1
PORT_090 -> PORT_125,Multimodal,22442.63,2261.38,100.0,1
PORT_090 -> PORT_125,Rail,43098.5,68.15,0.0,1
PORT_090 -> PORT_126,Multimodal,38328.74,1340.62,100.0,1
PORT_090 -> PORT_128,Air,9037.98,3816.19,100.0,1
PORT_090 -> PORT_128,Multimodal,17262.09,971.53,100.0,1
PORT_090 -> PORT_133,Air,4125.42,1060.55,100.0,1
PORT_090 -> PORT_134,Air,49309.16,3453.68,100.0,1
PORT_090 -> PORT_138,Air,24335.07,97.72,0.0,1
PORT_090 -> PORT_142,Multimodal,5712.22,4315.08,100.0,1
PORT_090 -> PORT_143,Multimodal,20905.0,3555.76,0.0,1
PORT_090 -> PORT_143,Road,40761.99,2330.63,0.0,1
PORT_090 -> PORT_147,Road,32575.83,3488.19,100.0,1
PORT_090 -> PORT_147,Sea,35968.38,4846.74,100.0,1
PORT_090 -> PORT_151,Air,725.26,4627.46,100.0,1
PORT_090 -> PORT_151,Multimodal,45176.4,4340.68,100.0,1
PORT_090 -> PORT_151,Rail,23357.69,2225.74,100.0,1
PORT_090 -> PORT_151,Road,18447.27,2540.16,100.0,1
PORT_090 -> PORT_157,Rail,30167.55,3323.84,100.0,1
PORT_090 -> PORT_159,Road,1810.32,4856.63,100.0,1
PORT_090 -> PORT_163,Air,38640.21,3468.52,100.0,1
PORT_090 -> PORT_164,Multimodal,32985.89,1553.15,0.0,1
PORT_090 -> PORT_164,Road,30403.79,371.49,100.0,1
PORT_090 -> PORT_165,Multimodal,3213.02,3168.97,100.0,1
PORT_090 -> PORT_166,Multimodal,43472.38,3013.78,100.0,1
PORT_090 -> PORT_169,Road,24537.7,4103.22,0.0,1
PORT_090 -> PORT_175,Multimodal,34936.24,2482.02,100.0,1
PORT_090 -> PORT_176,Multimodal,47407.65,4185.3,100.0,1
PORT_090 -> PORT_182,Sea,18252.86,1189.69,50.0,2
PORT_090 -> PORT_186,Sea,2395.59,2067.76,100.0,1
PORT_090 -> PORT_192,Air,40902.72,921.13,100.0,1
PORT_090 -> PORT_193,Rail,19894.96,3637.85,0.0,1
PORT_090 -> PORT_195,Air,7143.78,833.49,100.0,1
PORT_090 -> PORT_197,Road,47367.34,3018.11,100.0,1
PORT_090 -> PORT_199,Multimodal,26629.5,2832.55,100.0,1
PORT_090 -> PORT_200,Multimodal,19571.85,4598.23,100.0,1
PORT_091 -> PORT_002,Multimodal,13985.28,2569.09,100.0,2
PORT_091 -> PORT_002,Sea,46931.22,2050.28,100.0,1
PORT_091 -> PORT_004,Road,42928.61,1970.24,100.0,1
PORT_091 -> PORT_009,Rail,39158.76,408.84,100.0,1
PORT_091 -> PORT_010,Air,33635.07,2337.81,100.0,1
PORT_091 -> PORT_010,Sea,42411.77,654.24,100.0,1
PORT_091 -> PORT_014,Sea,29714.75,2333.66,100.0,1
PORT_091 -> PORT_016,Sea,9462.9,614.75,0.0,1
PORT_091 -> PORT_017,Air,48722.95,475.65,100.0,1
PORT_091 -> PORT_018,Multimodal,36535.85,4922.49,100.0,1
PORT_091 -> PORT_018,Road,25160.36,1153.76,100.0,1
PORT_091 -> PORT_019,Road,36672.2,3099.86,0.0,1
PORT_091 -> PORT_019,Sea,12574.7,1542.78,100.0,1
PORT_091 -> PORT_021,Road,15794.06,1132.61,100.0,1
PORT_091 -> PORT_021,Sea,36124.04,3211.4,100.0,1
PORT_091 -> PORT_023,Air,26513.21,2036.35,100.0,1
PORT_091 -> PORT_026,Rail,32956.19,300.29,100.0,1
PORT_091 -> PORT_027,Multimodal,49104.4,363.02,0.0,1
PORT_091 -> PORT_028,Sea,38869.23,3438.16,66.67,3
PORT_091 -> PORT_030,Multimodal,22083.79,2223.58,100.0,1
PORT_091 -> PORT_033,Rail,37210.55,2955.71,100.0,1
PORT_091 -> PORT_036,Rail,30237.25,3680.17,100.0,1
PORT_091 -> PORT_038,Air,32406.24,3800.77,100.0,1
PORT_091 -> PORT_038,Sea,11227.54,787.83,100.0,1
PORT_091 -> PORT_040,Road,47190.81,3155.64,100.0,1
PORT_091 -> PORT_047,Rail,33164.31,265.95,0.0,1
PORT_091 -> PORT_048,Rail,15961.11,1356.67,50.0,2
PORT_091 -> PORT_050,Rail,13606.87,1230.49,100.0,1
PORT_091 -> PORT_052,Sea,28720.96,2075.66,100.0,1
PORT_091 -> PORT_054,Sea,3239.21,3304.51,100.0,1
PORT_091 -> PORT_056,Multimodal,40738.27,4326.41,100.0,1
PORT_091 -> PORT_058,Air,6092.43,1117.61,100.0,1
PORT_091 -> PORT_058,Rail,37034.76,1368.61,100.0,1
PORT_091 -> PORT_063,Multimodal,29761.91,2342.36,100.0,1
PORT_091 -> PORT_069,Sea,48245.34,3164.88,100.0,1
PORT_091 -> PORT_071,Rail,21949.58,1065.85,100.0,1
PORT_091 -> PORT_075,Sea,46914.27,4170.36,100.0,1
PORT_091 -> PORT_079,Sea,1567.33,3449.78,100.0,1
PORT_091 -> PORT_080,Air,47679.94,3788.45,100.0,1
PORT_091 -> PORT_080,Sea,18746.89,4318.76,0.0,1
PORT_091 -> PORT_084,Multimodal,42480.24,1183.55,100.0,1
PORT_091 -> PORT_085,Sea,33378.21,1636.63,100.0,2
PORT_091 -> PORT_086,Road,3198.53,3050.86,0.0,1
PORT_091 -> PORT_087,Rail,15014.12,623.05,100.0,1
PORT_091 -> PORT_092,Sea,44563.44,2588.63,100.0,1
PORT_091 -> PORT_093,Multimodal,33523.02,137.17,100.0,1
PORT_091 -> PORT_094,Road,35891.6,427.52,100.0,1
PORT_091 -> PORT_097,Air,11787.02,3790.98,0.0,1
PORT_091 -> PORT_097,Road,37070.22,2076.39,0.0,1
PORT_091 -> PORT_103,Rail,18728.76,1061.71,0.0,1
PORT_091 -> PORT_104,Air,39264.65,3318.59,100.0,1
PORT_091 -> PORT_105,Road,5697.22,2162.6,100.0,1
PORT_091 -> PORT_107,Road,40631.23,2677.9,100.0,1
PORT_091 -> PORT_114,Road,5622.36,2643.76,100.0,1
PORT_091 -> PORT_119,Air,10069.28,2151.55,100.0,1
PORT_091 -> PORT_123,Sea,45245.37,2592.66,100.0,1
PORT_091 -> PORT_124,Air,10948.49,303.01,100.0,1
PORT_091 -> PORT_127,Sea,3634.1,1704.11,100.0,1
PORT_091 -> PORT_128,Air,43740.23,4900.53,100.0,1
PORT_091 -> PORT_128,Road,6595.88,99.79,100.0,1
PORT_091 -> PORT_129,Sea,21485.19,4141.25,100.0,1
PORT_091 -> PORT_134,Road,8604.29,828.35,100.0,1
PORT_091 -> PORT_136,Air,9783.04,1229.82,100.0,1
PORT_091 -> PORT_137,Rail,37026.09,4932.44,0.0,1
PORT_091 -> PORT_137,Road,4625.6,2716.55,100.0,1
PORT_091 -> PORT_137,Sea,5296.05,2188.97,100.0,1
PORT_091 -> PORT_140,Air,29814.96,3083.09,100.0,1
PORT_091 -> PORT_142,Road,24270.9,4056.67,0.0,1
PORT_091 -> PORT_143,Air,34495.4,884.03,100.0,1
PORT_091 -> PORT_144,Multimodal,36335.78,1172.2,100.0,1
PORT_091 -> PORT_149,Road,14404.02,1585.25,100.0,1
PORT_091 -> PORT_151,Multimodal,15129.28,795.04,100.0,1
PORT_091 -> PORT_153,Rail,13883.33,4060.06,100.0,1
PORT_091 -> PORT_159,Road,35789.1,2434.5,50.0,2
PORT_091 -> PORT_160,Air,48438.07,1887.88,0.0,1
PORT_091 -> PORT_160,Rail,16202.97,1817.01,100.0,1
PORT_091 -> PORT_165,Sea,27545.81,2435.7,0.0,1
PORT_091 -> PORT_167,Multimodal,36846.61,3682.99,100.0,1
PORT_091 -> PORT_169,Air,33651.59,931.74,100.0,1
PORT_091 -> PORT_173,Road,11081.24,4426.55,100.0,1
PORT_091 -> PORT_175,Multimodal,27689.36,827.09,100.0,1
PORT_091 -> PORT_178,Rail,42596.42,2102.22,100.0,1
PORT_091 -> PORT_178,Sea,26235.1,50.35,100.0,1
PORT_091 -> PORT_180,Rail,3293.8,440.33,100.0,1
PORT_091 -> PORT_182,Multimodal,42691.81,3790.74,100.0,1
PORT_091 -> PORT_182,Rail,39804.42,370.75,100.0,1
PORT_091 -> PORT_187,Multimodal,9380.44,1020.16,100.0,1
PORT_091 -> PORT_187,Rail,12751.3,692.96,0.0,1
PORT_091 -> PORT_191,Rail,45698.02,2900.38,100.0,1
PORT_091 -> PORT_197,Multimodal,16019.19,2061.4,100.0,1
PORT_091 -> PORT_200,Sea,40596.04,4812.99,100.0,1
PORT_092 -> PORT_002,Sea,33797.09,771.56,100.0,1
PORT_092 -> PORT_004,Air,42384.63,3461.38,100.0,1
PORT_092 -> PORT_004,Road,25905.19,4711.31,100.0,1
PORT_092 -> PORT_005,Multimodal,32163.15,3176.39,0.0,1
PORT_092 -> PORT_005,Rail,9160.64,3028.42,100.0,2
PORT_092 -> PORT_006,Sea,49648.12,66.19,0.0,1
PORT_092 -> PORT_007,Air,35721.44,4552.36,0.0,1
PORT_092 -> PORT_007,Sea,18592.81,1545.03,100.0,1
PORT_092 -> PORT_010,Rail,26591.03,2805.0,100.0,1
PORT_092 -> PORT_012,Multimodal,28053.21,3500.91,100.0,1
PORT_092 -> PORT_012,Rail,19727.79,1754.4,100.0,1
PORT_092 -> PORT_013,Sea,7400.69,3747.29,100.0,1
PORT_092 -> PORT_019,Sea,19755.03,3631.43,100.0,1
PORT_092 -> PORT_020,Multimodal,16139.33,2187.96,100.0,1
PORT_092 -> PORT_022,Air,1323.78,1431.18,100.0,1
PORT_092 -> PORT_024,Air,28894.81,4296.77,100.0,1
PORT_092 -> PORT_026,Multimodal,43976.21,3651.1,100.0,1
PORT_092 -> PORT_028,Road,23708.46,1329.12,100.0,1
PORT_092 -> PORT_029,Multimodal,35129.41,4755.11,100.0,1
PORT_092 -> PORT_029,Sea,27907.6,339.44,100.0,1
PORT_092 -> PORT_031,Rail,1833.98,3589.91,100.0,1
PORT_092 -> PORT_035,Rail,6171.04,3185.46,100.0,1
PORT_092 -> PORT_040,Air,49516.97,1259.18,100.0,1
PORT_092 -> PORT_041,Sea,22317.15,4030.41,100.0,1
PORT_092 -> PORT_042,Road,28927.2,4324.24,100.0,1
PORT_092 -> PORT_047,Rail,36816.36,2111.8,100.0,1
PORT_092 -> PORT_049,Road,5180.61,516.09,100.0,1
PORT_092 -> PORT_051,Sea,38964.97,2525.59,50.0,2
PORT_092 -> PORT_055,Rail,23763.02,2069.08,100.0,1
PORT_092 -> PORT_055,Sea,9191.35,90.18,100.0,1
PORT_092 -> PORT_057,Air,45507.79,3306.01,100.0,1
PORT_092 -> PORT_058,Sea,18033.03,193.25,100.0,1
PORT_092 -> PORT_059,Road,35368.45,2098.1,0.0,1
PORT_092 -> PORT_061,Multimodal,12326.2,261.68,100.0,1
PORT_092 -> PORT_063,Air,15420.75,4156.96,100.0,1
PORT_092 -> PORT_063,Road,30777.64,2984.24,0.0,1
PORT_092 -> PORT_064,Sea,1453.05,4220.84,0.0,1
PORT_092 -> PORT_066,Sea,29500.62,2211.56,0.0,1
PORT_092 -> PORT_067,Road,3286.52,584.23,0.0,1
PORT_092 -> PORT_069,Rail,17859.86,4355.97,100.0,1
PORT_092 -> PORT_070,Sea,5795.4,4810.36,100.0,1
PORT_092 -> PORT_075,Rail,12081.23,866.89,0.0,1
PORT_092 -> PORT_078,Sea,34200.5,2434.83,100.0,1
PORT_092 -> PORT_079,Sea,22901.59,1659.78,100.0,1
PORT_092 -> PORT_082,Road,32401.98,3067.62,0.0,1
PORT_092 -> PORT_083,Sea,8665.91,2999.71,0.0,1
PORT_092 -> PORT_084,Road,24504.33,3128.02,0.0,1
PORT_092 -> PORT_085,Rail,48347.51,4852.87,100.0,1
PORT_092 -> PORT_086,Air,5570.96,2673.28,100.0,1
PORT_092 -> PORT_087,Air,8564.19,3539.07,100.0,1
PORT_092 -> PORT_088,Air,695.48,2343.21,100.0,1
PORT_092 -> PORT_088,Rail,23886.8,3134.23,100.0,2
PORT_092 -> PORT_097,Rail,5032.33,394.58,100.0,1
PORT_092 -> PORT_097,Sea,42575.85,1842.94,100.0,1
PORT_092 -> PORT_102,Air,7616.22,2856.62,100.0,1
PORT_092 -> PORT_104,Multimodal,20777.63,1480.06,100.0,1
PORT_092 -> PORT_107,Multimodal,6405.48,2653.48,0.0,1
PORT_092 -> PORT_107,Sea,5955.45,3571.23,0.0,1
PORT_092 -> PORT_114,Road,33703.46,3467.19,100.0,1
PORT_092 -> PORT_115,Multimodal,47243.92,1080.06,100.0,1
PORT_092 -> PORT_116,Rail,33394.62,2002.23,100.0,2
PORT_092 -> PORT_118,Multimodal,37140.52,3201.27,100.0,1
PORT_092 -> PORT_121,Road,49308.87,3584.2,100.0,1
PORT_092 -> PORT_122,Air,30402.39,1182.05,100.0,1
PORT_092 -> PORT_125,Multimodal,2993.76,2921.69,100.0,1
PORT_092 -> PORT_126,Road,30236.12,773.64,100.0,1
PORT_092 -> PORT_129,Road,17856.16,3616.4,0.0,1
PORT_092 -> PORT_130,Rail,3647.3,2790.74,100.0,1
PORT_092 -> PORT_131,Rail,19411.16,2254.05,0.0,1
PORT_092 -> PORT_133,Road,46134.44,4733.77,100.0,1
PORT_092 -> PORT_134,Rail,3154.28,2611.05,100.0,1
PORT_092 -> PORT_136,Rail,42411.76,2014.89,100.0,1
PORT_092 -> PORT_143,Air,36077.7,4656.51,100.0,1
PORT_092 -> PORT_143,Sea,25787.07,3351.49,100.0,1
PORT_092 -> PORT_148,Air,43954.49,3454.31,100.0,1
PORT_092 -> PORT_148,Multimodal,47871.79,1275.67,100.0,1
PORT_092 -> PORT_149,Sea,33469.78,3154.15,100.0,1
PORT_092 -> PORT_150,Multimodal,25095.64,1427.65,0.0,1
PORT_092 -> PORT_151,Multimodal,16478.88,2860.19,100.0,2
PORT_092 -> PORT_153,Sea,48201.63,2967.11,100.0,1
PORT_092 -> PORT_155,Road,15088.51,4642.02,100.0,1
PORT_092 -> PORT_157,Sea,34044.68,2618.08,100.0,1
PORT_092 -> PORT_159,Air,13611.71,1925.38,100.0,1
PORT_092 -> PORT_160,Rail,8425.45,2759.93,100.0,1
PORT_092 -> PORT_163,Rail,8028.09,2131.99,100.0,1
PORT_092 -> PORT_165,Air,26848.15,2481.46,0.0,1
PORT_092 -> PORT_166,Road,5020.89,4823.62,100.0,1
PORT_092 -> PORT_167,Sea,42371.0,4708.74,100.0,1
PORT_092 -> PORT_168,Multimodal,9904.36,3243.03,100.0,1
PORT_092 -> PORT_168,Sea,49500.82,4809.82,100.0,1
PORT_092 -> PORT_169,Air,48797.18,3727.14,100.0,1
PORT_092 -> PORT_172,Sea,42128.97,4584.97,100.0,1
PORT_092 -> PORT_173,Sea,13156.71,4681.27,100.0,1
PORT_092 -> PORT_175,Multimodal,31740.28,671.26,0.0,1
PORT_092 -> PORT_175,Road,38303.14,4128.78,100.0,1
PORT_092 -> PORT_176,Rail,43502.96,3919.28,100.0,1
PORT_092 -> PORT_177,Multimodal,3084.61,115.8,100.0,1
PORT_092 -> PORT_178,Sea,39911.01,861.96,0.0,1
PORT_092 -> PORT_180,Sea,49298.74,4846.06,0.0,1
PORT_092 -> PORT_181,Rail,9731.44,454.59,100.0,1
PORT_092 -> PORT_184,Multimodal,16301.79,1579.74,100.0,1
PORT_092 -> PORT_187,Rail,35570.42,1635.11,100.0,1
PORT_092 -> PORT_188,Sea,30469.91,446.26,100.0,1
PORT_092 -> PORT_192,Air,24759.04,3900.81,100.0,1
PORT_092 -> PORT_195,Sea,4582.74,2586.69,100.0,1
PORT_092 -> PORT_196,Road,43415.1,3883.02,0.0,1
PORT_092 -> PORT_197,Road,30069.13,3966.15,100.0,1
PORT_092 -> PORT_199,Multimodal,12163.69,3695.44,100.0,1
PORT_093 -> PORT_002,Road,39071.15,4178.02,100.0,1
PORT_093 -> PORT_005,Rail,37941.62,2406.01,100.0,2
PORT_093 -> PORT_007,Multimodal,4994.95,1547.99,100.0,1
PORT_093 -> PORT_008,Multimodal,48786.12,168.63,100.0,1
PORT_093 -> PORT_017,Road,27395.2,949.48,100.0,1
PORT_093 -> PORT_018,Multimodal,41191.03,1163.57,100.0,1
PORT_093 -> PORT_019,Multimodal,3768.25,2459.99,100.0,1
PORT_093 -> PORT_019,Rail,11003.05,4300.4,0.0,1
PORT_093 -> PORT_020,Road,30827.71,1221.15,100.0,1
PORT_093 -> PORT_027,Air,47732.62,440.31,100.0,1
PORT_093 -> PORT_029,Rail,13468.57,2480.61,100.0,1
PORT_093 -> PORT_029,Road,31058.66,1883.75,100.0,1
PORT_093 -> PORT_032,Rail,9692.13,3711.27,100.0,1
PORT_093 -> PORT_034,Air,10168.47,3728.58,100.0,1
PORT_093 -> PORT_036,Air,41614.65,3679.59,100.0,1
PORT_093 -> PORT_036,Multimodal,43544.34,4275.67,100.0,1
PORT_093 -> PORT_037,Rail,37235.94,4384.16,100.0,1
PORT_093 -> PORT_039,Sea,6539.25,178.15,0.0,1
PORT_093 -> PORT_042,Multimodal,24174.19,4640.62,0.0,1
PORT_093 -> PORT_042,Sea,48745.56,1563.08,100.0,1
PORT_093 -> PORT_045,Road,23853.99,2326.4,100.0,1
PORT_093 -> PORT_048,Road,11869.49,4935.45,100.0,1
PORT_093 -> PORT_050,Road,27678.21,1127.94,100.0,1
PORT_093 -> PORT_051,Multimodal,1267.43,4618.25,100.0,1
PORT_093 -> PORT_055,Sea,47221.44,3819.06,50.0,2
PORT_093 -> PORT_056,Road,787.34,2453.28,0.0,1
PORT_093 -> PORT_057,Road,1124.81,4319.63,0.0,1
PORT_093 -> PORT_063,Rail,38817.18,2037.01,0.0,1
PORT_093 -> PORT_065,Air,5217.96,3702.57,100.0,1
PORT_093 -> PORT_069,Air,37093.59,324.82,100.0,1
PORT_093 -> PORT_069,Multimodal,15356.59,69.18,100.0,1
PORT_093 -> PORT_070,Rail,20267.39,2929.9,100.0,1
PORT_093 -> PORT_070,Road,2146.58,4648.1,0.0,1
PORT_093 -> PORT_070,Sea,48526.94,652.52,100.0,1
PORT_093 -> PORT_073,Multimodal,18410.39,609.83,100.0,1
PORT_093 -> PORT_073,Road,20752.13,4160.16,100.0,2
PORT_093 -> PORT_076,Multimodal,1036.48,983.43,100.0,1
PORT_093 -> PORT_077,Air,32025.03,3693.43,0.0,1
PORT_093 -> PORT_077,Rail,8292.71,291.13,100.0,1
PORT_093 -> PORT_078,Multimodal,5450.01,4948.5,100.0,1
PORT_093 -> PORT_079,Rail,10781.11,4881.45,100.0,1
PORT_093 -> PORT_080,Rail,18809.07,1334.93,100.0,1
PORT_093 -> PORT_085,Rail,28897.75,2665.56,100.0,1
