supplier_id,supplier_name,region,country,supplier_type,risk_level,financial_health_score,delivery_performance,quality_rating,contract_value_usd,sustainability_score,lead_time_days,capacity_utilization,years_in_partnership,compliance_violations,political_risk_index,financial_health_normalized,delivery_performance_normalized,political_risk_normalized,compliance_violations_normalized,supplier_risk_score
SUP_00793,Premier Technologies,Africa,Canada,Raw Material,Medium,49.67396558802641,76.28243045738441,3.657839556421449,10952560.668526636,45.21909027208169,61.11632708899874,71.23007802985364,3,1,6.693911100886448,0.8247933469510316,0.9467352243121931,0.6695535642740151,0.125,0.7603486189288736
SUP_00794,Dynamic Systems,Latin America,Sweden,Component,High,52.94607940440967,97.50120809777611,4.0166233885533895,8253841.307796565,95.2975622996526,148.50486889644938,80.28011961984689,17,0,9.326204667558784,0.7652120252074313,0.0614364601998969,0.9328960342748607,0.0,0.5110949549979138
SUP_00795,Innovative Enterprises,North America,South Korea,Raw Material,Low,67.1903946075167,87.71701501243695,3.047950894753064,11878061.828076135,87.96141329541425,6.658147970796891,90.93294210816308,8,4,4.044796953079547,0.5058398961316594,0.4696566787763965,0.4045283133558322,0.5,0.4741386247567491
SUP_00796,Dynamic Partners,Middle East,Singapore,Raw Material,High,90.3159222498283,89.75767234960647,3.626050709403162,25151354.853747696,87.49347003355527,5.638172987318347,88.22583745452053,3,3,8.595923912473854,0.08475139485511873,0.38451551517167193,0.8598365775816373,0.375,0.3587225280098766
SUP_00797,Global Technologies,Middle East,Germany,Manufacturer,Low,51.6442904681384,86.57816643827348,4.63973629505401,13595330.396274611,60.98277944401705,137.9495405593193,64.75612070711973,10,1,9.09174298739681,0.788916061743657,0.5171721979219823,0.909439791112569,0.125,0.6651060422965713
SUP_00798,Advanced Technologies,Africa,Singapore,Component,Medium,47.933201161495695,77.2477788625794,4.107883467709275,47382744.955305725,83.1550719052364,138.2533268722462,83.64739148464292,2,3,9.041404723322756,0.8564906078646451,0.906458552180522,0.9044038015996005,0.375,0.8329145691199348
SUP_00799,Advanced Supply Co,Asia-Pacific,China,Service Provider,Medium,81.74372575197168,93.434145082048,3.901164985632235,23220067.810370937,34.34826874116415,143.0710078741514,98.76466123762954,22,2,8.308462829083815,0.240840952324331,0.23112417371535177,0.8310781166381073,0.25,0.3568892563719594
SUP_00800,Innovative Systems,Middle East,UAE,Manufacturer,High,67.5340742783662,92.93339148212608,3.5710501434306794,2986861.026404621,65.85783660449948,167.7546966304284,66.27077749340009,4,3,4.0659916164125045,0.4995818958924584,0.25201682599951436,0.4066486904534344,0.375,0.3942675442475245
SUP_00801,Strategic Partners,Middle East,Thailand,Manufacturer,Medium,90.14818118099744,82.48087971582748,3.596085045582712,36476856.97153984,98.70767382780366,25.63360456854974,94.1162835090166,14,1,1.5890748198073434,0.08780576128381268,0.6881209176394774,0.15885057421627996,0.125,0.28582869464862426
SUP_00802,Premier Technologies,Middle East,Japan,Component,Low,48.063800643791325,82.3497418854816,3.766202867181169,16475822.146039031,43.27667444143693,45.597372372145465,88.10192322215107,11,1,3.3395635634444587,0.8541125457889182,0.6935923053462116,0.3339746695278941,0.125,0.6290176438250095
SUP_00803,Advanced Partners,Middle East,USA,Component,Low,75.52603411626717,95.10819314173244,4.671141419929121,32691772.156309463,83.54818633981401,163.15186106541634,90.9601325163904,14,2,7.6728856929809295,0.35405776159133817,0.16127883656067787,0.7674930913899595,0.25,0.3685053738827305
SUP_00804,Premier Technologies,Europe,South Africa,Raw Material,High,52.80835303834983,76.73657418579184,4.934426413616537,14015738.807635438,59.23827257664538,36.01633461016185,71.27833308570581,13,1,2.3288551132997526,0.7677198594055273,0.9277872486887953,0.23286039295869376,0.125,0.6444961969605882
SUP_00805,Strategic Enterprises,Europe,Vietnam,Component,Medium,48.62182357584016,96.14652356055758,3.877310762700749,28558649.899579328,23.184454657766985,124.3901218259022,71.51555717519369,4,6,4.782720648259724,0.8439516083275622,0.11795717816428342,0.4783523924863985,0.75,0.5436382752775897
SUP_00806,Premier Partners,Asia-Pacific,India,Raw Material,High,77.58861783364988,81.15988055750195,3.786705677495524,38619017.61513286,81.04155182525339,97.83102500714269,96.24077823105952,2,3,5.653995179846721,0.31650055209783556,0.7432362000595529,0.5655172855294662,0.375,0.5001745379628934
SUP_00807,Advanced Systems,North America,South Africa,Manufacturer,Low,72.65265409498033,89.23163394613185,4.693101551639725,46404036.65163897,33.48553155136902,19.55889344901377,74.39328128370235,2,5,6.038585624378753,0.40637861262125574,0.40646311066299656,0.6039928563715977,0.625,0.4677889495217208
SUP_00808,Prime Enterprises,Middle East,South Africa,Distributor,Medium,81.51551020992821,97.46386029604268,3.853810641272607,13093300.8644322,70.51788537062001,54.92114083976825,62.52061562771242,11,1,9.357255483787986,0.24499648736999513,0.06299470089016124,0.9360024501947528,0.125,0.316597495253997
SUP_00809,Dynamic Corp,Africa,Brazil,Service Provider,Low,57.02044170454003,91.27494003687951,4.104036344591302,16776104.702399109,26.85313552375783,96.06513787716938,84.023868143178,22,1,6.614930204143176,0.6910227076205554,0.32121143464757074,0.6616520806801665,0.125,0.5176029295785266
SUP_00810,Prime Industries,North America,Argentina,Manufacturer,Critical,64.63844110102045,84.94631549920888,3.461883329197489,23240107.693282686,95.74939179967718,154.16127041967096,64.9927067616737,5,3,7.862988160773022,0.5523079505691192,0.5852569690644693,0.7865115071379084,0.375,0.5913025723745702
SUP_00811,Innovative Supply Co,Africa,Canada,Component,Medium,62.30094219817302,91.54882101372996,4.48700507155815,46362383.144912645,43.33791097442887,128.8192356825679,91.86384965631632,9,0,5.818783478916334,0.5948710403701348,0.3097844573527988,0.5820031966199566,0.0,0.4472843926778849
SUP_00812,Dynamic Solutions,North America,Japan,Service Provider,High,94.12492051815828,83.25551127159288,4.063976636541564,45074273.49769232,38.11717533419159,113.82955325461327,85.6698577000423,20,1,8.335803188619632,0.015394042366374205,0.6558014141042663,0.8338133274451508,0.125,0.38216070666685975
SUP_00813,Dynamic Systems,Asia-Pacific,Netherlands,Distributor,Low,56.073692620666336,81.65420199238046,4.618069100480684,4539420.09102687,30.330912325306745,91.8057557397476,94.98906020884831,21,0,2.636636130697628,0.7082618884504835,0.722611913270331,0.26365172047897223,0.0,0.5528186734570872
SUP_00814,Premier Group,Middle East,Italy,Distributor,Medium,56.21494810907218,98.92039867043232,4.56146546005734,6639894.796402852,95.68017546712382,57.2696971674735,91.39348999130542,17,2,2.098776716687892,0.7056897931093561,0.0022243942974449205,0.20984266650723388,0.25,0.34991176883442277
SUP_00815,Dynamic Manufacturing,Middle East,South Korea,Raw Material,Medium,59.50015148557341,93.01896554831492,3.430009536540057,24800683.40766538,76.95229939530441,25.867859480870703,64.48454593352784,12,2,9.263200487579695,0.6458701259607257,0.24844646882244348,0.9265929088992797,0.25,0.5432005728108792
SUP_00816,Elite Group,Latin America,South Africa,Service Provider,Medium,71.05267447096769,90.47327945716364,4.431271101115525,5375632.676630903,79.3328710974471,76.58830604906672,75.24282705737689,18,2,6.934808763573784,0.43551234882694534,0.3546586544868995,0.6936536822520075,0.25,0.4443332723272495
SUP_00817,Premier Corp,Africa,Mexico,Raw Material,High,53.87775093450599,83.52695143726365,4.600108815902743,17311764.62376744,59.95236491041957,9.9907364344762,90.9824099965835,3,1,6.715255770582211,0.7482473887953098,0.6444762733599982,0.6716889484538809,0.125,0.6394796272168997
SUP_00818,Advanced Systems,North America,Germany,Manufacturer,High,90.34094672086007,76.17985989972115,3.69221448156479,7461849.641963009,57.978222821638674,41.934780621698856,76.69365893065303,5,1,4.672952386284499,0.08429572884113645,0.9510147162543086,0.46737084939324014,0.125,0.42499687629139515
SUP_00819,Advanced Supply Co,North America,UK,Service Provider,High,54.612706067644496,75.74536502484374,3.3452182258045493,31820215.738837697,28.80169943931813,80.68459077771547,98.89461939119911,21,1,3.766972592935105,0.7348647252597739,0.9691428941475473,0.3767339388403286,0.125,0.6725355461162393
SUP_00820,Prime Supply Co,Europe,Vietnam,Manufacturer,High,89.2698652358107,88.30035013077116,3.005264311159176,47477296.815371126,64.78728764671934,78.25590749258514,89.42961799573797,20,1,5.556911944786388,0.10379885561344337,0.44531852565199026,0.555804790221133,0.125,0.29877605798520107
SUP_00821,Global Technologies,Latin America,UAE,Raw Material,Low,45.69112850056216,93.28878530493722,3.901807306186297,49836851.82620435,39.75331960870324,12.75170042447367,60.61999666761284,14,1,1.205663494216671,0.8973160986879645,0.23718893546594622,0.12049296593667333,0.125,0.46668171330230435
SUP_00822,Alpha Corp,Europe,UAE,Service Provider,Low,76.11094863198088,87.89710057065253,3.704865463077683,18793294.56822089,98.17162662403248,108.08552686692596,95.19942766243346,16,0,4.547125610831078,0.34340716020371265,0.46214307338287774,0.4547827648954937,0.0,0.3669623390754472
SUP_00823,Alpha Enterprises,Europe,USA,Raw Material,Critical,89.8842035141034,95.17884172653876,4.109819667650818,29970681.22387488,83.72647520121178,101.19474477431632,64.0321913947423,19,2,4.553677044654809,0.09261248231704478,0.15833120659464894,0.4554381898021349,0.25,0.20063199286563957
SUP_00824,Premier Corp,Europe,Netherlands,Service Provider,Low,49.28121911190262,75.80223679423732,3.3760821851775717,42820569.29352786,53.03936481543101,18.668253203659745,65.62094896720343,9,3,5.383365129442652,0.8319447956691148,0.9667700662679066,0.5384426511375445,0.375,0.7679974683755268
SUP_00825,Premier Partners,Africa,Mexico,Raw Material,High,93.25798280545902,83.80204983422256,4.719331095332951,5917230.5361793805,32.10730069532264,170.0535341805769,89.37969602444204,17,2,6.346856143672023,0.031179952542655598,0.6329985023514841,0.6348331551159963,0.25,0.35433816274570673
SUP_00826,Premier Manufacturing,Africa,Italy,Distributor,High,64.90858482285314,80.68968938818027,3.515510431256219,34493742.33204565,82.82653529110272,22.39198631640052,94.5987423772192,22,6,9.57318365985362,0.5473889529697881,0.762853713761408,0.957604546536836,0.75,0.7143326046237048
SUP_00827,Global Enterprises,Asia-Pacific,Sweden,Raw Material,Medium,92.01433096425636,85.73455123577094,3.4528592101753,20471740.90316716,29.76430136650528,154.5959764665338,81.45398511598223,7,2,6.521691270917569,0.05382538135283654,0.5523698661769227,0.6523241807503287,0.25,0.34270594854427716
SUP_00828,Dynamic Group,Asia-Pacific,Netherlands,Distributor,Critical,77.22510239965258,76.73703343665893,3.961428112968712,10347000.705994196,35.14670027976564,5.05420308512604,71.56198931783116,10,7,8.837251519534115,0.32311973811860095,0.9277680876309837,0.8839797084722328,0.875,0.671874263231182
SUP_00829,Superior Partners,Europe,Vietnam,Raw Material,Medium,56.587277843045335,97.89915939770574,3.997702047488549,20167543.256434727,36.92164141953819,159.39919163294203,74.05262181012702,4,0,5.563038614691638,0.6989101091131914,0.04483296870875941,0.5564177204832268,0.0,0.40429747835454977
SUP_00830,Strategic Manufacturing,Latin America,Italy,Service Provider,Medium,50.35663887044085,80.35812962566466,3.4301704575701857,3844216.333897597,64.55125106184755,8.450953135754698,73.71557318384224,10,2,6.269278826274897,0.8123626740686767,0.7766871896080882,0.6270720897705284,0.25,0.7083656444640029
SUP_00831,Elite Supply Co,North America,Sweden,Service Provider,Low,56.70542754238046,97.13538661160604,3.5437214534518318,34785587.07203582,82.9645323192293,137.61710558112028,73.06712415238049,3,2,0.6983695310956961,0.6967587428573022,0.07669941808940317,0.06974177049395591,0.25,0.3406616766685331
SUP_00832,Elite Systems,Africa,Australia,Service Provider,Medium,45.11595750944713,85.22143572088036,3.33941047831049,12674496.30398523,45.145190297975375,68.29589197754427,69.716386872866,24,4,1.3326372288441557,0.9077892820190654,0.5737782874761188,0.13319579563826486,0.5,0.6118883581781148
SUP_00833,Superior Group,Latin America,Germany,Component,Low,47.912738148883136,98.65257919812524,4.4369203566463336,15604711.969991656,26.77358514202315,134.187940023856,84.35468378516933,9,2,5.796704351975396,0.8568632151169381,0.013398470950537256,0.579794335154919,0.25,0.48772369436292023
SUP_00834,Dynamic Partners,Middle East,Italy,Manufacturer,Medium,45.75632421905647,88.29740120304506,4.540178062508164,6098010.847161064,57.16307708195353,75.30541094937124,96.01621274260268,13,1,3.957128699580292,0.8961289617795644,0.44544156205472873,0.39575772077852345,0.125,0.583735597483949
SUP_00835,Superior Manufacturing,Africa,UAE,Service Provider,High,63.26189490578568,97.33998874021938,3.924656994918565,43239722.73880009,79.84881929279484,17.408886408072306,72.28329652333365,1,1,7.988105198655018,0.5773732283545557,0.06816292203548668,0.7990285873800969,0.125,0.42370388542848764
SUP_00836,Strategic Enterprises,Africa,Norway,Distributor,High,83.75681069416726,75.12837572866135,4.428174045370035,24697541.750172798,37.73310744699106,139.3136716941887,67.46777189845648,15,6,5.43177874874176,0.20418505697081113,0.9948851810331503,0.5432860934683424,0.75,0.5637967957919381
SUP_00837,Prime Supply Co,Asia-Pacific,Thailand,Service Provider,Low,47.77609548189871,92.9577313483416,4.471870783874891,28628736.545430694,37.593963843149936,17.469219931238868,93.54310665485698,15,3,8.822910389513378,0.8593513164368677,0.25100130786531993,0.8825449792117581,0.375,0.6330499147766947
SUP_00838,Innovative Corp,North America,Vietnam,Component,Medium,47.16762382447848,96.67321567446037,3.2765510553556174,28493162.52058799,95.77816218773688,166.37107629321315,89.67133323558812,11,0,9.723316784622911,0.8704308655072872,0.09598230829156185,0.9726243104439715,0.0,0.5714919007791778
SUP_00839,Elite Partners,North America,Australia,Distributor,High,75.3885922234532,78.35329360749489,4.932356049669074,20554131.07134002,96.33229816953424,13.92045626354074,97.23348126239642,10,2,1.47635185121485,0.35656041586815357,0.8603338010771147,0.14757343349352178,0.25,0.45523899336910023
SUP_00840,Premier Systems,Middle East,Netherlands,Component,Low,50.84506400824365,77.30702044157164,4.642063894192862,9666869.276135068,99.23725856492612,88.8819236100152,66.62078942419639,7,5,3.948277516556266,0.8034690301075822,0.9039868501082,0.39487222212841533,0.625,0.734058111501176
SUP_00841,Global Manufacturing,Middle East,Mexico,Distributor,Low,45.36855209599454,85.18974257246293,3.408966922391647,37269380.78749508,84.61276812598241,131.53102539888926,65.77005256466366,1,1,6.649810252380308,0.9031898334129628,0.5751006023427099,0.6651415843483028,0.125,0.6793344309376587
SUP_00842,Dynamic Supply Co,Africa,Thailand,Raw Material,Low,49.17667180130677,97.40829374719044,3.3723300714921405,6396460.454615833,35.054733533435645,73.8181313386066,81.65717577219986,7,2,3.054887554003497,0.833848478517447,0.06531307180947499,0.30549483565779195,0.25,0.43923228008137977
SUP_00843,Advanced Supply Co,Europe,Sweden,Manufacturer,Medium,90.80522677322269,88.01727744457052,3.2513222911591653,5238495.824426584,36.95852166394091,43.01585805367607,84.57734619340381,5,0,2.6703233772149515,0.07584173832269892,0.4571290033097761,0.26702189271877075,0.0,0.22087977486576654
SUP_00844,Advanced Systems,Asia-Pacific,France,Manufacturer,Low,85.1809189026905,87.65895512932157,3.2767571250838365,35521744.62794534,47.21801932179136,137.84091824430473,79.20693767438358,23,3,8.137385606288367,0.17825373118841148,0.47207907763639056,0.8139630429311911,0.375,0.41321782435251997
SUP_00845,Advanced Corp,Asia-Pacific,USA,Component,Critical,59.47355092953018,78.38702683918372,4.496323598057392,10481409.171576591,45.45060250667927,142.25157333802713,83.95866545295502,16,1,9.80378469058743,0.646354490618286,0.8589263689983326,0.9806745588588094,0.125,0.724854618718576
SUP_00846,Strategic Manufacturing,Africa,Brazil,Manufacturer,Medium,76.07014220300661,75.01894826623725,3.939308513903247,15373298.930073977,96.52221992624072,166.47162219201425,67.21519075500285,8,2,7.738033312474814,0.3441501970020505,0.9994507596393181,0.7740106528236118,0.25,0.617297437257338
SUP_00847,Prime Corp,Latin America,Norway,Component,Medium,69.55016205174209,94.44336217789106,4.565868345479735,23787611.97673693,83.1259186305355,70.8288943254386,79.18455016656333,22,2,5.236766228041136,0.46287132253544117,0.18901719362380875,0.5237764614377043,0.25,0.37160897938886
SUP_00848,Innovative Industries,Europe,South Korea,Component,Low,77.24183449154101,77.10178951166972,4.492509788700411,22495098.27064083,77.92070337292431,93.5940535370322,86.32370243758672,2,3,4.425112319453147,0.3228150665190813,0.9125495812739159,0.442576192676037,0.375,0.5289061395250146
SUP_00849,Elite Manufacturing,Africa,Canada,Component,Medium,77.54691338545177,90.21239564964776,4.209225427010443,35443527.29699671,34.87705792465054,68.5474774980626,77.30825796994814,8,3,5.396477205303649,0.31725994076389885,0.36554335841683105,0.5397544221678703,0.375,0.38201786826418294
SUP_00850,Dynamic Solutions,Europe,Mexico,Manufacturer,Medium,74.5803708282996,96.9507949083646,4.372733213157359,31190418.08249588,92.76204474898636,49.98931882398944,87.17789343266392,14,1,4.628397021877358,0.371277171362293,0.08440103076071681,0.46291339834624423,0.125,0.2789138574423811
SUP_00851,Innovative Solutions,Europe,Mexico,Component,High,54.63557526955197,80.00764591580234,3.036711448758284,32237588.305979192,86.2296303604939,136.4307682690815,78.04765122215358,4,1,5.028880567856681,0.7344483041468999,0.7913102183442935,0.5029789622818871,0.125,0.6442681796184253
SUP_00852,Innovative Supply Co,Europe,Canada,Manufacturer,High,42.145353141955,90.96654806968586,3.623555293610044,35717013.816240095,33.0913473062339,64.4390728779672,73.34398323369109,24,1,2.0345305052922766,0.9618804733787004,0.3340782939947835,0.20341528461817426,0.125,0.53815873447355
SUP_00853,Dynamic Group,Africa,UK,Component,Medium,65.05617300945599,76.88876584098023,4.275644358518821,14666005.734802091,89.6936265568778,79.9261523486616,72.14420188348369,15,0,9.037419493093276,0.5447015466859632,0.921437444447951,0.9040051073257396,0.0,0.6751128734739185
SUP_00854,Innovative Industries,Asia-Pacific,China,Service Provider,High,89.0035636579887,89.49012345210271,3.0186899069724884,16150548.924433658,41.7798029096377,75.64289008420488,76.43608235954352,7,5,7.545350015232682,0.10864789231552796,0.39567830278903227,0.7547340432288103,0.625,0.37560945640868293
SUP_00855,Dynamic Group,Asia-Pacific,UAE,Component,High,71.32234921852168,78.93436130287687,3.065953887365187,21927987.50738293,26.469579666568485,129.71571448818054,60.92358490728803,20,2,6.8097742269322,0.4306018906944412,0.8360902503266696,0.6811448556790538,0.25,0.5842968025115882
SUP_00856,Global Technologies,Europe,Mexico,Distributor,High,85.78150729360493,92.66288545236426,4.703775964940767,15407735.543024627,72.5457845211368,165.61423456936896,86.74100553784456,8,2,9.499249709744731,0.16731772707529757,0.2633029923325454,0.9502079744807763,0.25,0.36095958342603796
SUP_00857,Advanced Technologies,Latin America,Saudi Arabia,Component,Low,94.53933886286754,82.22955107505379,4.368049723384144,49247646.55509463,72.30437275074645,121.68231072879102,93.80422563921049,11,2,2.84394331912838,0.007847974558786608,0.6986069568842366,0.2843913476016793,0.25,0.29459954640912145
SUP_00858,Premier Corp,North America,Spain,Raw Material,Low,48.9988912276052,86.12138421131151,3.530739466240688,40711893.724750414,27.594560765249447,87.5269543164907,74.18508377772474,2,2,0.8115941089361423,0.83708565245328,0.5362302580916745,0.08106909369635983,0.25,0.5369171571480863
SUP_00859,Global Systems,Africa,China,Component,Low,78.04777015280902,89.38633300866292,4.375925680237418,8274501.678388678,45.50814471492659,141.3608950793046,61.84132544566874,9,1,8.261386603553317,0.3081399315350156,0.4000086913185297,0.8263684711538499,0.125,0.4210322742403351
SUP_00860,Superior Corp,North America,Australia,Distributor,Medium,77.08614655350135,79.11056185598974,4.584913338278526,329428.0862993821,99.42515698044308,117.16998172137409,99.4710238954223,6,1,9.984169636492547,0.3256499596947079,0.8287387367498558,0.9987208048425636,0.125,0.5911257658713526
SUP_00861,Superior Manufacturing,Latin America,Singapore,Distributor,Medium,93.89754960470532,92.79930764682292,3.6135885662202014,2187024.248951029,74.27413336069895,15.60681249561736,70.54793021804268,23,1,5.784324380201994,0.019534197724585867,0.257611128163997,0.5785558059928887,0.125,0.2133081787376112
SUP_00862,Alpha Solutions,Africa,Brazil,Manufacturer,Medium,94.208040367404,82.26336817528355,3.0720747549983747,12240969.379594116,78.40601332826634,21.741127623297288,65.06484486763092,1,0,0.5880938791268187,0.013880528240920564,0.6971960256069196,0.05870946659817518,0.0,0.22645291229807915
SUP_00863,Advanced Solutions,Europe,Netherlands,Service Provider,High,77.76732364482712,90.89692463790608,4.865558249375469,5758849.727550984,37.03338284834445,11.635465212885832,74.79010031892112,3,4,7.804680401549412,0.3132465306821103,0.3369831520951183,0.7806782256496391,0.5,0.43252920303130743
SUP_00864,Strategic Group,Asia-Pacific,Singapore,Component,High,53.39881355902068,78.79879321678497,3.690359676591261,26690238.838883977,26.302565680313144,84.94285708610597,89.54228162534227,10,3,0.7374904884584155,0.7569682718284578,0.8417464790267508,0.07365554731244353,0.375,0.607542361901897
SUP_00865,Premier Supply Co,North America,Australia,Manufacturer,High,83.92057109718294,91.51482382095242,3.2129635265694128,42906861.37523157,42.15213517927501,149.52435100931885,71.75666387562262,5,2,5.4001398625928125,0.20120317375755403,0.31120290252713145,0.5401208452862895,0.25,0.30686630931841896
SUP_00866,Alpha Supply Co,Middle East,South Korea,Service Provider,Medium,45.8866023816071,78.07651374745109,3.9837137427862954,36850673.53461571,39.91187081545536,59.789554636486606,82.98812815677951,12,5,2.775324742105271,0.8937567505562781,0.8718817267955834,0.27752654126320825,0.625,0.7370725265138279
SUP_00867,Innovative Industries,Middle East,USA,Component,Medium,82.93846172943958,85.2085559104796,4.536935591328268,10819672.700955411,38.76352805984425,72.22803204118429,76.6223997774857,23,4,9.150267805923956,0.21908622352615892,0.5743156643421683,0.9152947878585336,0.5,0.49298814628482074
SUP_00868,Strategic Group,Latin America,Singapore,Raw Material,Low,90.06078682795831,80.93294576973304,3.443294629235118,19994997.838488005,35.420345750963165,164.15849396438085,64.71055969106474,1,3,4.51331213259485,0.08939710906668219,0.7527044687105926,0.4513999640594513,0.375,0.3893501770517409
SUP_00869,Strategic Industries,Europe,Sweden,Component,Low,61.05583671226394,92.96100598627638,3.538980100266727,25419315.76608732,65.98045525243235,151.45810293041458,73.21148049968441,9,3,8.984633484785533,0.6175429383307837,0.2508646820442806,0.8987242382064115,0.375,0.5395214275868799
SUP_00870,Global Group,North America,Germany,Distributor,Low,74.68494122406943,81.28884010816499,3.4854299735971663,40519782.18269161,46.24827806734574,121.383419666948,88.99482022856267,21,2,2.990810852545676,0.36937306816025217,0.7378556954538049,0.29908441204659075,0.25,0.4539228183095605
SUP_00871,Innovative Partners,Europe,UAE,Distributor,Medium,63.65785026532545,96.16121535348952,4.983346105663356,41964124.07515293,85.62760120380244,51.69066186614398,84.48015589325783,13,1,3.873625838213513,0.5701633496655197,0.11734420100105192,0.387403846407184,0.125,0.3532493694479603
SUP_00872,Superior Industries,North America,USA,Raw Material,Medium,64.07707802434706,96.40368507375872,3.394807467461085,45490429.67979341,34.71579342779072,25.48225947047761,64.79113519534243,19,4,9.471191882470803,0.5625297081127562,0.10722777736313516,0.9474009860693303,0.5,0.4966604136679091
SUP_00873,Advanced Manufacturing,Latin America,Netherlands,Manufacturer,High,57.0703989009466,79.71459156534686,4.151040433932248,25486800.262618616,57.17016566948356,7.8102939690199005,66.53289638857234,7,3,2.0131445093163536,0.690113046172471,0.8035371551958348,0.20127576603444453,0.375,0.5948615182346277
SUP_00874,Alpha Supply Co,Latin America,Thailand,Service Provider,Low,81.91712912476785,89.73230268018538,4.850529283313929,34729023.58447135,21.0926269140864,23.726867705773653,85.62933437229782,16,2,5.785011516511451,0.23768348203883394,0.38557399918828494,0.5786245491510421,0.25,0.3514705024022275
SUP_00875,Global Supply Co,Middle East,Poland,Component,High,91.4897110291578,77.10522340127915,3.2937931377555585,5634428.543135161,58.53458579641536,56.20437763418998,92.53661657283476,8,5,3.8851032856011134,0.06337808975488224,0.9124063110875347,0.38855208434789984,0.625,0.43928354609779324
SUP_00876,Alpha Group,Europe,Mexico,Distributor,Medium,91.74129725789535,84.3968903904391,4.9417083957354,28286183.549701404,24.467057670117956,101.56326112641176,73.97897983832677,19,3,7.741668850687273,0.05879700215162764,0.6081803145092248,0.774374362869016,0.375,0.3983477677872217
SUP_00877,Premier Systems,Africa,Vietnam,Manufacturer,Low,49.61297066812136,92.11972150803054,4.89495446879125,12472155.883083198,98.21788094981147,16.200014481667708,83.812430073738,7,1,1.292963711713574,0.8259039922865916,0.28596510684161336,0.1292267390987255,0.125,0.45449647678686583
SUP_00878,Innovative Solutions,Middle East,Thailand,Raw Material,Medium,88.11090073111113,90.826157924398,4.769143974116525,21614258.407079224,83.24737029203303,28.839861205728575,66.82574355008421,23,1,4.372149690046685,0.12490222820952346,0.33993571067651995,0.4372776538571814,0.125,0.2518971352582017
SUP_00879,Alpha Technologies,Europe,Saudi Arabia,Distributor,Low,80.55872927849171,89.99281606575859,3.4291130426600045,31720822.889920637,59.20891813091643,36.68912290388968,72.45505347621295,4,3,6.989326268452631,0.26241833627654365,0.37470475015842375,0.6991077754332738,0.375,0.3947003146447994
SUP_00880,Elite Partners,Middle East,Canada,Raw Material,Medium,53.90605703796591,81.78098072789865,4.268110112021967,12886447.595796363,26.926988654348023,115.5968662720786,60.810808226922106,10,0,4.070162350061598,0.7477319681369242,0.7173223975511824,0.4070659430405979,0.0,0.595702695128244
SUP_00881,Innovative Corp,Africa,Norway,Component,Medium,43.7006537106833,84.07259878642564,4.52178294592248,2656643.636948216,67.39563526323315,112.76321482152176,90.7310379119809,1,4,0.5853173927537669,0.9335602899152071,0.6217105451903078,0.05843169865136997,0.5,0.6216236192534492
SUP_00882,Advanced Supply Co,Asia-Pacific,Mexico,Service Provider,Low,54.73984967864079,77.47070747280686,4.97205585639286,561181.1276174379,80.70110005615021,101.38400211512676,76.04039279091867,17,1,7.051122613353439,0.7325495905121732,0.8971574309536345,0.7052900653986652,0.125,0.7157250785706927
SUP_00883,Dynamic Industries,Asia-Pacific,India,Distributor,Low,90.17145302298393,92.25654769040642,3.3608476441627406,1156868.8004488512,35.257380240379625,48.83774932178943,92.64502294615816,21,1,5.031983276849831,0.08738200857141598,0.2802563873192887,0.5032893665089442,0.125,0.23218759292614186
SUP_00884,Prime Supply Co,Asia-Pacific,South Africa,Distributor,Medium,74.82482711926747,87.09333112299056,4.532051799038593,467069.3888127946,65.45666726299928,69.9459459632781,88.33491984090905,13,2,0.1130868668010054,0.36682591149123434,0.4956782802975219,0.011188353650375791,0.25,0.32267151941582545
SUP_00885,Prime Supply Co,Asia-Pacific,Germany,Component,High,79.65800634938296,92.01037517629572,3.677602339854226,5562235.07506588,85.13687187062943,21.92070035910503,93.14977062913908,19,3,6.12655895228373,0.2788194352763288,0.2905273004790434,0.6127939694989524,0.375,0.35874475815403506
SUP_00886,Prime Solutions,North America,Japan,Manufacturer,Medium,54.143379311000274,80.97464459512494,3.3512529311360044,12012461.292777987,81.4598222117053,44.6306056576596,71.42634678331531,13,2,9.198810225287865,0.7434106102930176,0.7509646927814595,0.9201511157305303,0.25,0.731683875097751
SUP_00887,Innovative Manufacturing,Asia-Pacific,Sweden,Service Provider,High,79.56634855661511,82.78651748724158,3.8427538824277097,11100014.633405844,84.23936142937224,162.09841463270158,67.4043492171138,9,2,1.11025948211689,0.28048841525308454,0.6753689700068359,0.1109484650829529,0.25,0.36199575011987517
SUP_00888,Global Enterprises,Africa,Japan,Distributor,Medium,41.54668284528581,83.02116809424275,4.5876718242972325,49340489.87928584,90.34587398957758,176.44605562626998,98.87622730606682,5,2,5.90671235009169,0.9727815512646799,0.665578778700957,0.5907998621639813,0.25,0.7319462265489554
SUP_00889,Dynamic Systems,Latin America,Poland,Service Provider,High,60.64267401751576,75.61781783393319,3.929699607408105,15335004.955186712,95.01456817275762,118.34042748705156,88.69311148163479,23,1,7.286688817626303,0.6250661422379918,0.9744644716857445,0.7288568084349909,0.125,0.7006371600879182
SUP_00890,Global Technologies,Latin America,Mexico,Distributor,High,74.47143416982821,83.18514894793496,4.075046200406097,6414668.128801986,52.44169241628288,165.44407610409854,93.3616907170668,1,1,0.7077367014030544,0.373260779042918,0.6587371005622766,0.07067889004509198,0.125,0.37356121979486856
