shipment_id,supplier_id,origin_port,destination_port,product_category,transportation_mode,shipment_value_usd,weight_kg,volume_cbm,status,customs_clearance_hours,freight_cost_usd,carbon_footprint_kg,route_optimization_score,weather_delay_hours,temperature_controlled,customs_normalized,weather_normalized,route_risk_score
SHIP_011285,SUP_00983,PORT_032,PORT_087,Automotive,Air,2770692.3971525664,24847.57841588232,64.57263099261803,Delivered,18.228133001357392,1254.320214807303,1425.146117418135,91.58359417049368,19.00902232333523,False,0.23177286152636956,0.3960131549876808,0.31389300825702515
SHIP_011286,SUP_00960,PORT_072,PORT_133,Textiles,Road,4336760.317049884,48286.92372406186,221.65983207910125,Delivered,4.4066241703183415,3290.0805846800467,2713.649090579648,74.66369088178891,14.132412286547478,False,0.03429763929432274,0.2943948217046601,0.1643462304994914
SHIP_011287,SUP_00768,PORT_183,PORT_199,Food & Beverage,Road,3998507.808297691,21949.85457970484,426.094613939003,Delivered,14.716132295430857,734.4813174965642,4991.4878684441455,84.47390378624426,39.19377483720571,False,0.18159504603892607,0.8166210963068677,0.4991080711728969
SHIP_011288,SUP_00110,PORT_171,PORT_086,Automotive,Multimodal,3369277.69344971,21136.25625249464,441.8393628900304,Delivered,4.89505233235074,2110.1320447988955,1980.325148754764,63.09447267511598,7.006752115367872,False,0.04127607131797664,0.1459109969423581,0.09359353413016737
SHIP_011289,SUP_00394,PORT_010,PORT_093,Automotive,Road,3887042.6227460406,31649.185027890875,139.17788800298467,Lost,15.37487742321245,19405.01298754196,3460.7585533438696,94.5426067833775,26.91618933300688,False,0.19100688682224298,0.5607819444647657,0.37589441564350434
SHIP_011290,SUP_01585,PORT_177,PORT_181,Pharmaceuticals,Multimodal,4792455.077644323,6046.351552787039,391.259010870514,Delayed,25.079254086841367,43382.51393466806,3456.666908530241,74.57308075984201,44.485127342659325,True,0.3296584596498055,0.9268817934634763,0.6282701265566409
SHIP_011291,SUP_01206,PORT_087,PORT_159,Textiles,Multimodal,3816032.085507576,35650.84689404522,71.13092247770831,Delivered,67.4780040483275,47945.22092880016,4148.175530383535,92.17587846693624,43.29795281577468,False,0.9354318721880105,0.9021435642780355,0.9187877182330231
SHIP_011292,SUP_01597,PORT_084,PORT_035,Pharmaceuticals,Road,1023889.0463391328,2492.3855504547373,254.75403380770112,Delivered,23.093570830632917,47954.50219244167,1420.1234449972922,73.25864609703763,14.675354801990622,False,0.30128795053276725,0.305708605884985,0.3034982782088761
SHIP_011293,SUP_00443,PORT_141,PORT_098,Textiles,Road,1683744.985504151,46373.490474967766,303.8181875197116,Delivered,20.167783863378208,32343.60614826217,2276.6287292384604,71.89872288761913,4.423901930706997,False,0.2594856814299362,0.09208981195831793,0.17578774669412708
SHIP_011294,SUP_00747,PORT_086,PORT_147,Automotive,Air,1842709.599806804,26744.734714943952,257.5988366931269,Delivered,14.626985753818412,40039.00797725731,1565.4908134801597,82.71457110962967,13.187626939096065,True,0.18032136215018868,0.2747074750449971,0.2275144185975929
SHIP_011295,SUP_00754,PORT_041,PORT_034,Textiles,Air,2190592.09851698,14728.252612170258,233.34452772976744,Delivered,5.418493339576544,46015.03860146328,2876.535752309333,92.8250974689076,36.11862046620018,True,0.04875475041813038,0.7525413237984598,0.4006480371082951
SHIP_011296,SUP_00130,PORT_031,PORT_129,Pharmaceuticals,Air,3169694.654803472,12990.174219727847,320.98149423031794,Delivered,35.47536991037718,44371.9156687524,2708.4392180541954,74.62697743290758,13.412764385618193,False,0.478193276484886,0.2793988676112651,0.3787960720480755
SHIP_011297,SUP_01867,PORT_109,PORT_169,Automotive,Rail,2103517.992682096,36578.93341524596,10.456708551334415,Delivered,23.503997754729298,42680.027958628845,2783.894982800518,61.508647508508,33.83645131750232,False,0.3071519375284515,0.7049857014683695,0.5060688194984104
SHIP_011298,SUP_01800,PORT_032,PORT_122,Textiles,Rail,2328628.343721469,4354.014770452442,64.72931528878658,Delivered,17.181437744823732,23438.997418106712,641.0029710902553,82.91076387804273,22.30055044340448,True,0.21681817163541972,0.46460170297335385,0.3407099373043868
SHIP_011299,SUP_01427,PORT_173,PORT_053,Pharmaceuticals,Sea,2967728.115010306,46365.83584166104,119.17487896914535,Delivered,65.25035823155304,1047.930329296321,1842.2105211439489,67.54909277406631,2.527567857990276,False,0.9036043157251494,0.05257418401932247,0.47808924987223594
SHIP_011300,SUP_00505,PORT_013,PORT_126,Textiles,Multimodal,4053274.695677328,25363.19913680902,376.5856342171919,Delivered,21.44273171791317,5602.374581300753,2321.698783949925,67.97723382541892,14.714098728208464,True,0.2777015371651046,0.30651594811194127,0.29210874263852293
SHIP_011301,SUP_00720,PORT_121,PORT_192,Pharmaceuticals,Multimodal,2245126.0108909085,34204.51266418609,102.74889302616246,Delivered,8.42822260937037,46727.27755393607,3680.5706597510216,73.47114595184667,15.32189296596274,True,0.09175634768774994,0.3191811062758483,0.2054687269817991
SHIP_011302,SUP_01988,PORT_153,PORT_168,Food & Beverage,Rail,3154692.1835609805,3836.0934825818927,257.15069183721954,Delivered,20.05295560941997,2942.594690244397,1055.080261293353,92.4875197530105,1.2408916213625787,False,0.2578450693053035,0.025762547727997888,0.1418038085166507
SHIP_011303,SUP_01678,PORT_196,PORT_062,Pharmaceuticals,Rail,2328023.0552703687,12302.089171990436,48.315766859177565,Delivered,58.518893969808346,20198.804083047595,4834.987011294299,98.88370959324892,28.83249117593645,False,0.807428318062007,0.6007136588886556,0.7040709884753313
SHIP_011304,SUP_00022,PORT_118,PORT_055,Electronics,Multimodal,4987841.763191652,351.2483092879754,229.62844374592976,Delivered,36.36630358661441,45739.42913202808,266.9915918485225,84.66732284908456,37.08678784355718,False,0.4909225181226627,0.7727159029597696,0.6318192105412161
SHIP_011305,SUP_01041,PORT_106,PORT_092,Textiles,Sea,4717841.522096614,9370.70540370584,345.9764564378656,In Transit,43.114441062436846,2392.700591958877,460.8479893862328,64.03718769507815,39.5970637814741,False,0.5873367348323344,0.8250247927350975,0.706180763783716
SHIP_011306,SUP_00875,PORT_015,PORT_118,Electronics,Road,2706268.659172249,27723.519912122552,153.7241475894834,Delayed,35.94664156821909,46983.7392980129,2959.972117247066,63.58168638100181,19.15103738664546,False,0.4849265844400205,0.3989724512869137,0.44194951786346715
SHIP_011307,SUP_00831,PORT_064,PORT_011,Food & Beverage,Sea,4077834.824345238,24993.44191309717,48.34057616464128,Delayed,22.29269965351964,22842.4451996138,693.805818752753,95.65675155923692,40.50085151622655,True,0.2898454795541631,0.8438578350645755,0.5668516573093693
SHIP_011308,SUP_00634,PORT_188,PORT_052,Pharmaceuticals,Rail,4316933.106010206,39031.76412943848,275.380921259448,Delivered,42.48974180636797,2987.5406286598745,782.5340141786118,78.41942171917152,35.83978611300226,False,0.5784113254628913,0.7467310002293672,0.6625711628461293
SHIP_011309,SUP_00282,PORT_117,PORT_026,Automotive,Rail,144212.93185226727,32139.175870682237,119.41907680171296,Delivered,25.819282036455007,18402.99401207692,3299.1806105281044,78.74743030019557,33.03590604732053,False,0.34023163118949284,0.6883040157359042,0.5142678234626985
SHIP_011310,SUP_01251,PORT_008,PORT_074,Automotive,Road,4600977.7264933465,36045.07587423912,170.9554658866518,In Transit,36.92212441409525,29335.824593016263,4944.6748493626965,73.74256814828908,31.574207052837927,False,0.49886382487648756,0.6578452719650715,0.5783545484207795
SHIP_011311,SUP_01444,PORT_145,PORT_087,Pharmaceuticals,Road,4302831.560732393,12361.842439548647,391.3036403320172,Delivered,39.182138020077794,15152.238787560382,2225.4464193945464,76.19710184458803,36.49537548702496,False,0.531153837099075,0.7603921088691157,0.6457729729840953
SHIP_011312,SUP_00373,PORT_005,PORT_048,Food & Beverage,Sea,4095358.540997759,25599.08010731549,261.0775999598323,Delivered,39.6881241657516,21969.030462712868,2513.102684354589,68.04920788232386,17.512723678962068,False,0.5383831293409526,0.36483342702341626,0.4516082781821844
SHIP_011313,SUP_01325,PORT_141,PORT_045,Pharmaceuticals,Multimodal,2840357.716975396,45863.77540388545,61.92586909210962,Delivered,40.8018536748996,49643.56075114958,2972.35202459868,95.43005825436396,23.206930033769773,True,0.5542955731279494,0.48348875414206655,0.518892163635008
SHIP_011314,SUP_01009,PORT_021,PORT_033,Automotive,Multimodal,1142748.415352994,24553.384794137888,37.28907571964736,Delivered,9.662659326996357,12677.798926051031,278.24750979290724,91.88110657516329,40.874013926033065,True,0.10939339933851856,0.8516337576506251,0.4805135784945718
SHIP_011315,SUP_00286,PORT_117,PORT_192,Automotive,Air,2510093.861075101,11038.210864950535,149.56303647542603,Delivered,58.11069877833471,23872.79242489351,2522.7915404664896,69.65263022289352,17.13258156859134,True,0.8015962170131485,0.356912062104927,0.5792541395590378
SHIP_011316,SUP_01140,PORT_124,PORT_078,Automotive,Sea,3997745.39371052,29486.221614786984,453.1237884974233,In Transit,36.70384364050622,34064.85471456551,4949.805844731268,75.03818360838915,35.61868083284643,False,0.4957451317728319,0.742123629559985,0.6189343806664085
SHIP_011317,SUP_01173,PORT_115,PORT_009,Pharmaceuticals,Rail,2261069.509685785,7539.49635847908,413.49107435334366,Delivered,14.014911480339627,49025.48347426276,1039.4118293206648,73.21052328496377,19.64521589076088,False,0.17157633259840022,0.4092700956656273,0.2904232141320138
SHIP_011318,SUP_00404,PORT_044,PORT_078,Food & Beverage,Air,4936799.887218291,33546.24023472591,104.35956649183116,Delivered,59.51275665131753,4151.612583696242,1672.4391886079584,84.35606108787364,27.37288517547647,True,0.8216281609516932,0.5702985287269787,0.695963344839336
SHIP_011319,SUP_01706,PORT_053,PORT_105,Food & Beverage,Sea,1137213.620797303,22804.98734197992,39.15960748831279,Delivered,55.06092099728821,6680.640264878177,4753.436529514814,74.98609844386738,26.44710734673824,False,0.7580224254370779,0.5510072589233508,0.6545148421802143
SHIP_011320,SUP_00090,PORT_156,PORT_002,Food & Beverage,Multimodal,4554331.126746791,16273.860217107862,310.7360879251533,Delivered,59.97037249945153,45423.925070745456,4104.263485153355,68.09040570147701,18.24131008707584,False,0.8281663611157902,0.3800156408741578,0.604091000994974
SHIP_011321,SUP_01143,PORT_066,PORT_120,Automotive,Road,1617337.9725332523,12028.363732348978,453.7643104558796,Delayed,66.45122488981544,37496.77630061599,2415.341004501058,85.17305711218506,37.30560185503892,True,0.9207617341452623,0.7772755283917824,0.8490186312685224
SHIP_011322,SUP_00696,PORT_149,PORT_116,Textiles,Rail,4193998.984512861,31554.924313500404,382.9389987860944,Damaged,20.11818304446204,6768.334530411538,2971.583570504912,64.12698014955399,17.869411954421967,False,0.2587770082410608,0.372266063174431,0.3155215357077459
SHIP_011323,SUP_00908,PORT_105,PORT_014,Pharmaceuticals,Air,2175327.7549877046,20240.754974784613,121.5390352240612,Delayed,46.71263899135511,43082.565180177786,111.7371041694879,94.22359602909044,8.87367009819815,False,0.6387460957302074,0.18481365521525067,0.411779875472729
SHIP_011324,SUP_01800,PORT_126,PORT_164,Automotive,Road,4163907.534503791,41940.56402998511,300.6100453230278,Delivered,23.73752976785105,24125.1064981298,58.243985345701525,98.90234038631031,1.8985795408232529,True,0.3104885331746483,0.0394673856567642,0.17497795941570626
SHIP_011325,SUP_01763,PORT_120,PORT_035,Food & Beverage,Rail,2948197.07761001,3013.948319906333,57.99511081313171,Delayed,64.27059128947641,35697.88981293109,3853.951937798799,67.1362049209928,10.417054774384484,False,0.8896058661356447,0.21697455740457533,0.5532902117701101
SHIP_011326,SUP_01117,PORT_057,PORT_064,Pharmaceuticals,Multimodal,4536219.237437371,18839.444125840357,236.6261072124734,Delayed,8.417896878129913,8275.388160615259,1050.4408652918978,72.33549653184059,19.829356029143145,False,0.09160881849275798,0.4131071902480836,0.2523580043704208
SHIP_011327,SUP_00629,PORT_055,PORT_106,Food & Beverage,Multimodal,2395347.908326809,4965.671274982604,329.9765223654037,In Transit,46.02362140429755,45904.604944422805,317.24921151507795,67.77699892563304,37.143621662299736,False,0.6289017362764536,0.773900200636057,0.7014009684562553
SHIP_011328,SUP_01002,PORT_130,PORT_153,Electronics,Multimodal,4666203.591493351,42332.81518853007,301.5789956943478,Delayed,65.92998509570867,42820.58987997926,284.4129793440455,81.82590240543122,34.64314405940835,False,0.9133145049436093,0.7217954876283467,0.817554996285978
SHIP_011329,SUP_00447,PORT_094,PORT_097,Automotive,Sea,641380.9584548393,16530.05385901758,348.196296726282,Delivered,43.25268424672437,49118.446503339,2478.195193260436,70.26733945208609,24.29014515947657,False,0.5893118884767714,0.5060606872740808,0.5476862878754261
SHIP_011330,SUP_00312,PORT_065,PORT_009,Food & Beverage,Rail,4045722.308724767,29290.996727943188,249.69787302273025,Delayed,49.19226612722568,36511.6768198077,2339.1892964745152,63.79139009444114,20.51326660409031,False,0.6741738428520708,0.42735845336252,0.5507661481072954
SHIP_011331,SUP_01927,PORT_110,PORT_043,Electronics,Sea,1107859.2995853403,30641.573141565124,163.8313461969677,Delivered,18.34565879086378,44843.029069550445,4718.950627241144,64.45799772732671,43.10015155156871,False,0.2334520147711044,0.8980218004629561,0.5657369076170302
SHIP_011332,SUP_01342,PORT_131,PORT_010,Food & Beverage,Multimodal,1153754.3907482298,41040.86099831644,328.17315565718303,Damaged,46.86966232573941,4059.5385286351234,1713.9987730645223,92.75000767111072,47.56005382174991,False,0.6409895713327785,0.9909568171819686,0.8159731942573736
SHIP_011333,SUP_00121,PORT_187,PORT_185,Automotive,Rail,332791.1713802504,48680.09568407082,154.51569382065531,Delivered,45.47219839018592,22495.28677088393,3979.314961483157,96.51858571968036,32.86659818857078,False,0.6210232634131279,0.6847759947770662,0.652899629095097
SHIP_011334,SUP_00317,PORT_191,PORT_033,Textiles,Rail,3660377.785249432,14301.129440537994,410.22572518190606,Delivered,22.66906771876802,11482.636851596557,1268.2374801240353,75.74618463640414,2.8360661012830253,False,0.2952228495818883,0.05900264089154734,0.17711274523671783
SHIP_011335,SUP_00138,PORT_005,PORT_137,Food & Beverage,Multimodal,3220892.878682389,23066.774993688312,327.21837460117825,Delayed,28.41716255040452,11752.931325108755,3440.392178278368,70.20704331560226,21.65309976272952,False,0.37734892699965783,0.45111018764675936,0.4142295573232086
SHIP_011336,SUP_01767,PORT_066,PORT_054,Food & Beverage,Sea,1678777.1787292354,27241.04417387644,237.51965490765824,Delivered,54.00303923216552,3975.679795691999,2263.0029844882183,80.04611813059435,9.101613560344676,True,0.7429079079689348,0.18956351926658027,0.4662357136177575
SHIP_011337,SUP_00818,PORT_090,PORT_013,Electronics,Air,4879062.033231773,11493.173110958,363.02576010276033,Delivered,31.56504226444497,3651.6059464076407,2164.511858879008,80.48984107229168,3.1654452292937254,False,0.42232435288759673,0.06586621164134417,0.24409528226447044
SHIP_011338,SUP_01684,PORT_146,PORT_152,Automotive,Multimodal,295326.0717940525,8451.769117221214,317.2660291429785,Delivered,53.97160695878337,2482.6333402268,3613.2135750682896,99.06076426319132,24.48575131383479,True,0.7424588184196478,0.5101367096002123,0.6262977640099301
SHIP_011339,SUP_01308,PORT_137,PORT_062,Food & Beverage,Multimodal,3850457.600647789,530.421534974218,18.261568803040728,In Transit,20.95902880902201,3593.964828427056,3587.824577155895,64.32589637462637,12.345377700677988,False,0.2707906173375195,0.25715676601325427,0.26397369167538687
SHIP_011340,SUP_01678,PORT_150,PORT_168,Pharmaceuticals,Air,1323248.71024494,2718.7148137966315,285.5540638885877,Delayed,20.499266000989294,28239.47034314662,1613.9708229769894,66.08010128917127,24.350743442691872,False,0.26422174241943547,0.5073234285008138,0.3857725854601246
SHIP_011341,SUP_01868,PORT_156,PORT_128,Automotive,Air,339728.0797967381,37952.42038963983,78.88816947179572,Delivered,28.80619168017197,29355.057025631457,1802.0473969389072,92.67480278852128,9.461674185698596,False,0.38290719236668086,0.19706642812197211,0.2899868102443265
SHIP_011342,SUP_01544,PORT_188,PORT_059,Electronics,Rail,3185554.6649217266,36024.3362692913,344.92898859438407,Delivered,64.84229981404457,31820.060975241217,258.65857146006493,94.19015695304452,44.835914143529486,False,0.8977741688384231,0.9341914552517273,0.9159828120450753
SHIP_011343,SUP_01529,PORT_140,PORT_056,Electronics,Air,1648851.7034457007,1424.6614452415583,244.68733279698293,Delivered,36.52479904918875,43372.17960784485,3261.262413030679,97.75143670115553,2.822758037199039,False,0.49318702680093024,0.0587253287256705,0.2759561777633004
SHIP_011344,SUP_00391,PORT_037,PORT_064,Electronics,Rail,2255295.586614798,23718.37738141418,126.34375640313586,Delayed,60.39056952249792,45054.05444848827,1497.106119562451,97.96508756362462,3.68385624607426,False,0.8341699386934411,0.07666881080006112,0.45541937474675115
SHIP_011345,SUP_01029,PORT_119,PORT_060,Automotive,Air,2366552.0731225405,7003.529987445423,460.2115199612046,Delivered,69.34372570531505,40327.49066029523,2129.6618995086696,87.58295957646325,16.48424305723227,False,0.9620884263559146,0.3434020462474972,0.6527452363017059
SHIP_011346,SUP_00769,PORT_098,PORT_023,Automotive,Sea,208205.26628049437,10707.918428919787,188.2851285090437,Delivered,20.82277454057925,7898.364931569103,2066.4146332350456,67.26907120871272,21.54234031190545,False,0.26884388038790563,0.44880219280953043,0.35882303659871806
SHIP_011347,SUP_00367,PORT_170,PORT_155,Food & Beverage,Rail,2661267.0121575943,45769.01626451196,407.57600742156353,Delayed,45.15201488539604,15492.654379337131,3026.7606639767696,64.24563034526162,16.294090909976585,True,0.6164486319791541,0.33943967399945124,0.4779441529893027
SHIP_011348,SUP_00841,PORT_054,PORT_108,Electronics,Sea,201414.71864071276,33319.48907776142,420.9377687840033,Delivered,69.03791378502322,3076.922086861592,4664.184432607915,86.87705963344169,23.657979365789487,True,0.9577191293667741,0.49288767695986374,0.7253034031633189
SHIP_011349,SUP_00492,PORT_170,PORT_061,Electronics,Air,918903.1987028832,17209.253782027132,176.07165078784453,Delivered,61.0788760852524,36451.65672243133,2378.915153174252,72.18098091405612,30.58433461309523,False,0.8440041393661256,0.6372184047908184,0.740611272078472
SHIP_011350,SUP_00758,PORT_122,PORT_044,Automotive,Sea,3585184.8383284505,47447.16306091431,31.44250935657219,Delivered,35.952726188953115,42916.92489026544,3527.570065944062,96.98697795638184,30.52285893737433,False,0.4850135186413684,0.6359373805430153,0.5604754495921919
SHIP_011351,SUP_01490,PORT_067,PORT_057,Automotive,Multimodal,3619414.024473703,46685.26097681077,129.3652561305931,In Transit,43.24512442076358,4164.217825733929,1149.3081100440868,94.55915676470832,20.13428845142138,False,0.5892038772364725,0.4194613428832366,0.5043326100598545
SHIP_011352,SUP_01259,PORT_056,PORT_043,Pharmaceuticals,Air,19005.91461372228,20320.370278718925,382.55442401373233,Delayed,71.82927305070922,24253.89763772947,3344.950996560328,65.43171633145593,26.905939479161272,False,0.9976007586490226,0.5605683589911831,0.7790845588201029
SHIP_011353,SUP_01386,PORT_046,PORT_062,Electronics,Rail,4245145.873720767,13439.463908879025,113.71512116352682,Delivered,40.85140312964314,25075.564797544677,241.6066399889417,88.52349746048748,19.258835715145032,False,0.5550035124496668,0.40121874254050716,0.478111127495087
SHIP_011354,SUP_00522,PORT_005,PORT_154,Automotive,Air,48432.63107937147,47325.82237382832,342.8027548410463,Delivered,2.607769263454321,46230.16165895212,4693.323032571706,88.1622601739964,0.8942709651214926,False,0.008596445825601026,0.018539699662851464,0.013568072744226245
SHIP_011355,SUP_01266,PORT_056,PORT_093,Automotive,Road,4844919.056578863,42292.1063739378,137.42995092923232,In Transit,12.755019301778162,31058.76857215875,2196.6565812342533,84.23306723984285,13.27959936820703,True,0.15357558528555137,0.27662398772157837,0.21509978650356487
SHIP_011356,SUP_01466,PORT_151,PORT_112,Food & Beverage,Multimodal,2804394.916853887,20668.662519606685,279.84778419278047,In Transit,10.931280668577047,36443.17428936341,848.849105322177,83.8347593773916,8.144106886070936,True,0.12751886482998265,0.16961108681595155,0.1485649758229671
SHIP_011357,SUP_01857,PORT_062,PORT_192,Electronics,Rail,1844058.793331427,18168.872383184687,393.762185161192,In Transit,28.842207036050265,9340.92246303805,2290.797406657842,64.2190446915284,1.825422729755278,False,0.3834217628446782,0.03794295102841625,0.21068235693654724
SHIP_011358,SUP_00188,PORT_141,PORT_197,Pharmaceuticals,Air,3037401.8009335394,32229.5082638114,470.6167316545118,Delivered,33.265983312278806,29979.45958774746,4807.319276987079,90.3327346594646,5.966391649763885,False,0.446626599156852,0.12423206511662148,0.2854293321367367
SHIP_011359,SUP_00404,PORT_059,PORT_152,Automotive,Multimodal,746922.1519085949,41903.16471673845,92.31486347551194,In Transit,25.900960996900825,5686.203778938599,4910.438046309327,75.00672980291866,1.947682377005906,True,0.34139862178819635,0.04049058585827902,0.1909446038232377
SHIP_011360,SUP_01850,PORT_028,PORT_119,Food & Beverage,Rail,2388826.5902539524,5684.08732574829,221.59078214631745,Delivered,47.20546458940557,47012.98088264708,498.1959067634261,99.2687404038586,41.999409749292894,True,0.6457873562529444,0.875084648121799,0.7604360021873717
SHIP_011361,SUP_00427,PORT_006,PORT_074,Food & Beverage,Multimodal,3445535.194373009,29508.72455328301,298.33874644644953,Delivered,38.65460267979914,48299.48611573528,4252.502133660001,81.69331204108697,26.667181465501333,False,0.5236166600925504,0.5555931423503073,0.5396049012214288
SHIP_011362,SUP_00413,PORT_189,PORT_139,Textiles,Rail,3273905.732942688,16787.113637668688,29.354532234410264,Delivered,29.71692274696442,31033.758648320923,84.8075037136473,85.04700560579705,10.172747608602762,False,0.39591928981617097,0.21188370806280793,0.3039014989394895
SHIP_011363,SUP_01538,PORT_061,PORT_195,Electronics,Multimodal,4538495.379593961,17635.993038852634,387.1282389676154,Delivered,54.28222527682568,11508.773016068571,454.2850906920356,91.02297847881528,28.69310639514247,False,0.746896786960897,0.5978091721647933,0.6723529795628451
SHIP_011364,SUP_00154,PORT_173,PORT_181,Food & Beverage,Rail,1425426.9691459222,29195.097929000254,214.5637059087456,Delivered,71.97481435230164,38287.94301206498,1673.8335904518704,85.47475360137808,30.877058700326536,False,0.9996801843634832,0.643318161308531,0.821499172836007
SHIP_011365,SUP_00203,PORT_093,PORT_171,Pharmaceuticals,Rail,357253.95068335003,47230.12954898,230.35991016019187,Delivered,16.8204693559318,17759.301582918986,3263.092771384879,68.22343852664747,38.63770996089652,True,0.2116608249458094,0.8050338696265508,0.5083473472861801
SHIP_011366,SUP_00217,PORT_012,PORT_104,Electronics,Road,1865745.481719102,30720.53360017749,498.7337362222447,In Transit,58.15574546043579,33171.05403536196,398.8912567812227,84.2148870920551,16.35587625365598,False,0.8022398228356005,0.34072715107854,0.5714834869570702
SHIP_011367,SUP_00482,PORT_163,PORT_155,Pharmaceuticals,Rail,668344.4941157412,25208.16950742751,166.40976596651512,Delivered,40.40558361185637,19580.68248524994,925.9265917192472,78.21177914749033,11.472074201103815,False,0.5486338527094352,0.23895895125925512,0.3937964019843452
SHIP_011368,SUP_01339,PORT_062,PORT_001,Food & Beverage,Road,4466876.653531472,33304.78196637566,256.6222706939148,Delayed,4.032937416121026,37539.74786634045,3915.842989917606,76.74694295939133,24.29757101011834,True,0.028958578578710585,0.5062154264391427,0.26758700250892664
SHIP_011369,SUP_01641,PORT_112,PORT_049,Electronics,Air,4906726.765390634,10946.270451970802,495.3408302932683,Delayed,62.63276428116976,15935.799223480086,4471.290519751743,76.89458937495971,19.22483904538917,False,0.8662053636003011,0.4005103231894205,0.6333578433948608
SHIP_011370,SUP_01025,PORT_005,PORT_048,Food & Beverage,Air,3174366.095531902,29917.821822496982,311.5225506884691,In Transit,21.577015087323485,44390.66676565813,1704.5940874446092,62.55155639712691,12.031608379656456,False,0.2796201148356422,0.2506184709277289,0.26511929288168556
SHIP_011371,SUP_00766,PORT_066,PORT_181,Food & Beverage,Multimodal,3969744.809149807,10716.002085169504,210.16279657143343,Delivered,38.05844790797898,42036.03586193594,3917.66317525087,81.87640906145172,19.391889258280827,False,0.5150990808984827,0.4039912995399112,0.45954519021919693
SHIP_011372,SUP_00503,PORT_068,PORT_011,Food & Beverage,Sea,3484999.8884492978,25101.9671156996,277.26309699554633,Delivered,65.01649163877963,25139.3442010284,3322.2328385267733,79.48890746194729,30.3018360739451,False,0.9002629397621382,0.6313317272654951,0.7657973335138166
SHIP_011373,SUP_00799,PORT_086,PORT_137,Automotive,Sea,2742086.0970354998,30781.95380158553,13.246919364192534,Delivered,51.547868550321816,37869.573175294034,4425.270465702118,82.86339345723202,44.51127567035025,False,0.7078295831679627,0.9274266698136552,0.817628126490809
SHIP_011374,SUP_00806,PORT_193,PORT_061,Automotive,Air,4142125.4785874696,21027.70057903324,203.81708230016832,Delivered,25.45764624835488,48816.09353148994,3490.852893644463,90.06239152966214,4.793888012095431,True,0.3350647490136656,0.09979954651674786,0.21743214776520675
SHIP_011375,SUP_01302,PORT_109,PORT_121,Pharmaceuticals,Road,4466824.212691832,31425.862116905304,61.34207051184638,Damaged,71.97633265874582,26263.106045397497,4619.340281327561,92.77573314967738,37.59280710173345,False,0.9997018772123715,0.7832602838385109,0.8914810805254412
SHIP_011376,SUP_01218,PORT_114,PORT_088,Automotive,Rail,2565743.7813448086,44048.60928106159,238.8637415382588,Delivered,45.116136764740986,32699.596203897967,387.9497281019308,73.08251652243067,30.24476633875756,True,0.6159360222535274,0.6301425135849029,0.6230392679192152
SHIP_011377,SUP_00943,PORT_080,PORT_101,Pharmaceuticals,Multimodal,4056644.775881612,2362.849060138308,162.76675425698926,Delivered,67.77280211099239,29303.633467801803,1310.2169842482865,83.62966795054129,17.98916527826321,True,0.9396438083557601,0.3747614714769298,0.657202639916345
SHIP_011378,SUP_00769,PORT_066,PORT_099,Automotive,Rail,1953662.9964764223,42732.02685205174,339.7145266919408,Delivered,56.21187052993868,49072.22077913229,3439.227386107548,81.54848040259405,26.94447794416569,False,0.7744666514269067,0.5613714198370354,0.6679190356319711
SHIP_011379,SUP_00762,PORT_169,PORT_022,Food & Beverage,Rail,1170387.7805583165,28148.482478015037,463.5914286438086,Delayed,22.109990143219804,12763.9268785674,1452.7133247994925,98.6966472521972,3.846117846172895,False,0.28723501194231005,0.08005000249541361,0.18364250721886183
SHIP_011380,SUP_01272,PORT_155,PORT_104,Automotive,Sea,2317610.0159671134,35720.680613357166,130.8769068890603,Delivered,10.666273222165112,29331.606373222527,1750.3238402457218,94.74687792808254,43.716250274993925,False,0.12373256298601744,0.9108600067045827,0.5172962848453001
SHIP_011381,SUP_00088,PORT_076,PORT_071,Textiles,Air,1240747.8824455035,39839.19964811587,461.28411283306906,Delivered,56.95342290577865,24673.08213629125,2843.657388551217,69.40298346697386,23.71568692567381,False,0.7850616032520537,0.49409018157045137,0.6395758924112525
SHIP_011382,SUP_00434,PORT_005,PORT_172,Food & Beverage,Road,1962265.573324313,7715.271100901643,27.44304909374674,Delivered,18.362306492083757,36100.223846487264,1902.867005594056,65.57682359491265,16.70400303533699,True,0.23368986930191255,0.34798138364147607,0.2908356264716943
SHIP_011383,SUP_00420,PORT_133,PORT_030,Textiles,Sea,3205059.295945256,2740.6510869925764,119.47699082951218,Delivered,39.38579851800623,37791.52613406904,479.2409016156138,81.019104408939,13.98270738919379,False,0.534063642575449,0.2912752853795025,0.4126694639774757
SHIP_011384,SUP_01277,PORT_086,PORT_060,Food & Beverage,Rail,863853.756979089,26759.972791682667,75.30041663515351,Delivered,15.350899410722423,10692.155805413864,2617.7254425888777,73.34051842506436,38.073434790256485,False,0.19066430024916803,0.7932755576186455,0.4919699289339068
SHIP_011385,SUP_00429,PORT_141,PORT_055,Automotive,Rail,3623010.384599698,21480.897331627024,358.9021501260537,Delivered,43.29095930861526,19639.86814066993,2434.91382212873,95.18121587044811,10.610242034892188,False,0.5898587445722415,0.221000175052124,0.40542945981218276
